phone,doctor_id
11613696816,63156
14535218188,98848
13552312432,47942
19212779979,98174
19552717744,81205
19058147700,91891
15411998679,15220
18079359782,91289
10715182037,80694
17889255466,30947
15905151864,36160
14925192546,83819
12914865281,8992
16850542357,78116
13322141888,14408
10592962229,42437
12706537947,8330
13834735977,5683
14688623924,52640
10758181412,79730
14782613750,59469
16068536153,94481
10515220472,54524
17790104328,62163
19861434103,17054
16971179808,98341
19324609539,13579
16218518888,72910
18067065405,80422
11531952058,46009
15277221704,4018
13030548687,48503
14034505415,6522
16676527758,35804
14161692845,69066
11154479627,26794
15705964016,1013
15820297021,73233
13556909275,2456
15719285654,83904
13102786814,60305
14739473121,77184
17271551884,10011
14225831323,84599
17058957829,99642
11146786691,58838
12517785289,8950
12268018242,40685
12535841438,77867
14249818299,24672
12299590010,93626
19439690784,68690
14736471027,88984
16773592555,50667
16258815371,45851
14732104696,40577
13259532787,87878
17470168733,25166
19500479748,70748
10162456506,17176
10983584168,94526
17849912165,58841
15852398680,88907
10025787298,65916
12595269495,6839
18887947055,37363
11694097499,12021
13097289623,6980
10913075626,3694
13689702838,61925
15786527858,2490
15497334843,39472
14437575844,70261
11986652404,80584
11574733848,8870
14219933083,50709
13016571208,96068
12677345401,84252
19380262067,23891
12400499154,26144
17887287431,4799
15274205493,16315
12966851612,24486
12753046374,78964
15499045301,38750
17426841459,58606
13327279568,7518
17833918785,79635
11910883982,47467
12587139718,58188
17072867908,3396
17406403910,34116
16518017046,17790
12265676618,41889
12512868230,66683
10478686337,72616
15243106903,52187
13119079030,16426
16738302843,16821
19599534283,7263
16440892687,68012
10568566246,81922
12873342708,86341
16688263435,10646
11751830469,83753
19013983735,89783
14033173936,26741
13854678544,99701
15877175355,32495
16093204899,20932
16423536937,61186
18547772522,31552
18728080100,88148
16231203875,47943
10997700886,47516
10084840862,89181
11182339845,73116
14615679334,5938
11016668700,67568
12176591803,44089
13974014890,2180
12503926142,90183
19396856218,94555
15016315999,4138
16504773586,54127
16296194311,8163
14262655110,41124
14754121267,25200
18886101581,27168
19956046618,35842
13982622444,19198
17212646471,97955
15437993712,80698
14065965756,30518
19245937526,679
15479356465,62580
11939828073,75252
17416724342,4763
16617979688,4910
16805891135,84058
12909656101,14764
14388899375,74420
16798250714,11368
16112545738,34181
17571775140,75088
11051238282,20934
15867362266,28947
10937966033,54505
14191825537,10730
11478596969,71781
11557924991,15235
12513412528,7292
16692966278,88181
12827422579,28560
10507236887,61875
16767721903,55097
14043842797,10518
18819148580,70419
17836134074,60686
15171339596,45371
12923309584,2050
19825449481,32077
12604223253,18367
16729466711,18777
16845775901,77550
17518636374,84320
15458929750,49343
10170127706,18920
13242415415,17575
12064361103,70206
17129387005,9539
11627136111,39739
15542622189,31797
10927532697,37101
13112196565,61080
12341389994,48589
10438983640,76550
13761379180,32208
15526965827,22050
11091043006,84123
18486661889,54053
12414183285,59770
16914630316,69758
11799042102,91469
10275884252,31584
14105648149,53218
11778507925,85686
12419138000,62390
13075622086,43420
13536541951,27710
18023806174,36749
14518705349,27152
14937597383,73919
12060385050,50311
16413836702,12803
14103865719,42778
11826199062,49207
13445655743,32302
11329121277,96948
15618537474,99791
11124903521,53483
13568044206,1617
17883171210,74967
10323651994,19127
11013721510,47333
17029667066,14021
12532447209,43193
19934768701,26326
14626383806,91089
15787598564,47843
12059304078,60505
15932133480,65444
13965223955,58860
19059929378,71256
14270103930,46531
18705932525,13886
10029218515,77147
16915452267,15213
15289539264,63298
14220969029,93163
15939172513,31970
15521570433,82543
11541006762,25863
16765861793,8200
12710405411,34387
15262181599,14972
17062962015,80541
13368844431,48929
10698720506,55448
11497310324,24523
11714677418,17895
16256527047,93079
17434902115,38284
18693806868,64921
17937416089,71046
18992172233,96467
12061632945,45688
11168685487,77060
10998616229,27124
19911914856,38356
14679970246,7770
12996065307,93243
14505444713,35221
12475469137,52802
13678508214,324
18628902330,91395
13070534578,64843
16103579727,45054
19855241406,2134
10293333468,90255
10072290349,47242
14466574374,91677
18969108589,10215
19441715454,15806
14432830965,95782
12074466609,84092
19353875842,94690
18241724825,11362
11353465549,41222
14717099917,79638
13816846022,26928
13569725217,64865
15250074329,41480
12712966667,99972
16008350583,28277
10033542168,65673
19421044789,80746
18562575326,70305
10332309821,7589
15064890901,87304
10016761847,21473
12304618499,15473
12618914117,93365
13934835642,65484
10873753001,88358
11972181143,6026
17447012045,72465
15611002255,94409
17941552166,67603
17467621202,42899
11697972965,81620
19027716701,96005
14508993588,30539
19163756289,49319
10028772175,64491
13540838663,68125
11779717751,12527
17016608801,57014
19948837550,96384
13758997571,14283
11305548851,46961
10272614933,89922
11637351609,11955
11779827080,34100
18697829221,72105
16995866934,17133
16547226984,2857
18583339452,16059
12885158799,51773
16846081062,36042
10034244204,38680
13805719838,17987
16384066658,50134
10043973598,42153
19334721228,61824
11606484229,31608
14057202590,50911
19479851583,91439
12818268861,64517
15335554398,2612
17801573993,42413
10561648408,9506
15887704358,42284
11128801336,41586
11386120750,40215
11102481934,51327
16676650618,28953
10919015814,31194
14914766072,44007
18326842450,94426
18821009968,49638
18143536822,99384
12394312908,41774
17814141397,9830
15523149135,92340
17759492995,13272
15620533645,70795
12577754781,64349
12914283411,78671
10809969308,62071
14887256394,11945
12788165803,5848
19282722992,98596
17503731453,72561
10385677005,75066
11844989266,65811
15918463865,21910
15779082723,57067
11843222591,8783
13651777392,91804
16030299228,74264
10920242869,37498
19041379772,74976
13692929842,90919
15799136621,48816
10388629127,17614
19908811729,11703
18068650863,49009
17659916247,17779
13149864300,7553
19818063565,66207
11269448695,23276
19463688725,3597
18874495621,27096
13721386589,1166
10260127961,79736
11435190669,33029
18490277038,86816
14309883920,44077
15302146566,67802
19380118489,94540
15543937690,96564
14268181845,70075
11848947697,38506
13577907141,43992
16335658804,48717
13416518275,76062
15394237333,69446
14333395211,74632
11790807595,63908
17947284639,27444
12086780856,16961
12718750036,611
19155942843,2348
14795527636,16899
15564729293,59759
11438663227,47087
10267288574,17197
14890612034,49177
17175455884,85664
15061593998,33126
12455877169,68197
14722569961,94210
11253554496,68569
14759876220,65058
12341326111,88032
17800681149,9836
12164334722,60853
18200557784,40987
18728299796,22349
18845783174,23969
15642400825,62684
14780774064,20892
19308536866,23758
13266341638,17125
19448463122,85848
14179749735,68039
10208021442,45318
17031207356,7152
14757051204,98491
16187234601,49628
13673037183,11536
17645208814,13453
17435031365,83563
10249163009,47624
17925132719,78636
15005281273,29064
15857306524,21516
10778487392,24581
18557498218,44293
12744857086,77242
12095935186,72512
13878294565,90677
11181022031,42184
17310967899,59355
14053910371,96576
17058650948,45258
10141381138,93107
16338392886,54719
11957612286,13955
18528975585,37567
15665939836,4234
18457760049,66967
10824043350,54600
14888992107,32943
15224593344,93001
11969315727,58827
19194096105,49440
15661390604,43327
18058925832,81968
10679981364,9552
16225179086,20889
14168622783,43500
17693898331,1153
14659116655,31958
13559042597,70809
19270335211,5747
10392405147,69888
17053833884,26945
18792069804,89921
12043940701,33018
16451046368,82603
11579812387,84072
18003845762,13911
10555438404,51788
16084325621,71529
16893639264,72754
19578232983,27532
12482629251,24116
18812520566,7128
14742312209,88039
19499939330,87988
15172897526,43036
17722330604,56139
16333127975,47118
17366096569,63828
19988081770,70597
13886086803,82788
14764472649,72298
10827718129,51445
18266570279,52007
13714521117,89674
15186892686,86430
10259222206,99807
14474212309,50868
14077780973,92240
13977671990,74732
13849830220,49326
15020994510,63191
11622499982,84341
17950145561,86652
16814721458,77436
16833901981,21119
17946954899,67717
15299787729,11239
13430107139,53840
16605583034,94920
14144885015,2170
15699023557,23255
17027278576,12214
10849588039,56557
15512405682,49969
19962914504,10986
16173574384,97471
12150317807,90146
18235784521,34249
18230768104,72365
10915701840,75713
19435334485,30116
17142241098,72165
18138585424,11939
19321495870,48606
12070160166,86006
12997954538,64797
11792171747,91547
17332945625,11382
15770171577,67861
12459928161,76406
15814876963,75354
19382761539,15336
16695832197,31886
11997581724,63172
16191965701,54057
13290227846,12190
19973354946,46338
15190986240,65404
15800851403,32728
16965666683,64574
12723865624,64532
12201027621,29110
12679692786,65860
18765326909,60302
17384689500,80318
19751971284,47962
17818913718,52506
19490580778,94478
17956544209,96802
14940792904,67765
19047128144,6253
12944401929,12622
12752437280,2599
15129276637,22877
12395041027,49947
16747836674,55288
12860476580,41533
11856945441,98028
14967393852,95390
15800106181,8361
17534430091,13622
10939111926,37247
19212447174,62410
16542140665,77441
10442717396,40587
12712863917,54028
14101194707,45073
12006425690,1197
18776618306,53967
17198554601,49592
15851743280,90954
16346157173,37957
12030937618,24613
14787005050,16389
16138782931,44815
10270790320,4159
12041792911,71197
11799313656,32631
15198253092,96380
15114262582,42344
17390219620,47241
17100219467,42534
12324876329,76162
10927914560,65525
18331819588,70300
13734031277,99181
12200543645,17659
19701082207,64237
18113799563,72682
15315313636,48118
13179706239,47720
17265273543,24886
15209042177,42208
16253492929,4099
18316873977,86235
14063356939,9289
12906007806,83744
18671773180,7641
16325431074,28298
12799077262,86098
15701658046,13829
14989319508,21864
15016579055,46179
12818325381,42395
17933554864,33303
10155778817,78087
18847951371,2844
11624112412,74922
17238046827,32749
15670431038,96241
15695579887,75527
17492424375,7329
14025472928,97999
14222231059,39948
12745238055,6621
12578284106,11807
17275208854,62371
17492975170,56949
12814069375,85491
11509398343,42390
10187186375,24967
19980562656,80769
15045547813,26173
17674266299,19356
11234785196,58990
11064628792,71932
13264870494,76415
17873002447,80997
11462730147,86520
11959796471,66655
15890429025,24434
17252045650,43721
14481832192,39626
18554451895,72737
12028457652,50096
11328338988,40944
18167112075,89659
14527985240,19025
11322342321,15517
16110760310,53903
18907140140,24215
11193932501,30432
12495528938,79260
19119083342,21467
18013875927,97303
11256638361,80879
15171827548,5482
10157164794,68843
17386463175,32207
12071678112,6461
16691215353,55372
19613674994,94718
16579678427,23445
11147732010,90664
11702695249,92566
19118773477,20958
18485880061,19672
16756770028,37851
14276246719,1600
17889778280,77183
16479695450,32075
10902559056,45746
11655650333,54651
14911415208,23254
15076986407,48309
19056965917,61710
11357852945,91203
16371834404,37642
19639191954,80516
11987635148,30503
14685366498,96661
17820829737,73454
14896908357,40340
12324665136,94948
14424936312,62797
13034778660,43923
13242044820,88892
17001594165,8678
11623198189,21753
18471391559,93040
16363212347,39666
16490785158,12137
16734257540,44579
19003486451,88698
18376064413,15182
14327560417,68233
17656124815,42058
16985700272,20643
10634591123,35527
18296577242,80381
19543165266,6613
19300893173,77693
14206969421,25971
15291086771,74421
13334476263,84465
19343626204,33823
14397359710,3966
17256366941,45693
11800537599,42712
10048964652,31270
18092428757,90971
12158624150,90981
12745644948,14984
15625728703,9123
12032074276,8058
11707587771,69632
12151342284,39286
19939089261,76379
13715041659,48394
11520177749,14378
10509759230,41697
14501896164,62242
12361032664,16455
12147649251,57243
15837767499,91146
16165926610,50425
18573278814,93340
17617422438,92390
16490810818,60940
16617945491,87650
18017226016,61455
14597794523,4630
12194168006,82483
11027769749,81830
19564122031,33036
10303723683,77564
11472760122,23699
17770793349,65004
16050166799,83568
18407678997,21967
13080695814,30626
16717957602,1554
14375738395,5376
19724665729,35728
13417223297,88511
11674338005,41060
14522801561,89849
19318374550,12050
18428910771,15725
11991808121,24217
13524787125,55965
15213760375,50174
14821456532,9096
18632666785,18857
10720811556,4569
12606029084,85572
16684550489,51292
12673899756,9188
13410856288,43704
14318848520,10545
10894346810,50353
15485101749,47089
10753998935,25309
14492683158,84332
19357126611,44470
10627371586,87466
19886497677,4833
16228277288,31808
11377028519,59793
16115940821,77984
15454470229,88918
16044327018,5975
15106794975,91264
16792287772,82863
15199663658,23516
10741209481,18754
18139890983,90659
17801820433,39478
19718956907,81123
10562608564,36231
11118242241,65210
12462095200,56973
14615265461,70432
10339937886,58303
11405786170,14435
16304891382,9637
14967183258,23338
12386870079,44025
14200749465,60106
13984028914,80154
11612846398,28369
15547435537,56917
19502097002,5796
16876811807,12844
11569562017,17394
15370304531,92183
19433750479,92161
13036149872,90538
18399921921,71098
12493843089,67467
14870605664,5357
11877580304,43899
16875063519,92123
10361332541,89158
11076095431,16083
17350583199,60014
17179110065,21596
11207049611,82218
10804661963,84500
19907676991,84498
15078593110,60031
19193928456,48745
17972320024,81085
19685498227,31182
14954508920,73726
13880653331,69945
15377959959,60036
14652170730,98849
13379337563,44392
16205015081,3250
12473950033,79711
14234258323,2955
10241026153,41649
14735528961,93842
11223386559,58402
16309938425,37831
13042897317,76962
19128685787,77421
12558777496,22923
19033373634,72596
16692548121,96974
14785390789,83435
15677665754,15644
16027341514,74130
18881431115,67177
10835354443,60429
19284044566,46659
19078263337,12387
13898775153,91483
16637780529,36885
12407553666,20257
18459090225,17200
19999663618,68566
16371597412,90995
11820970231,90546
16433481705,25736
18025662128,8683
16716323467,77018
12994938743,45591
10271693859,1832
17779014754,12934
16926329676,57627
12916032484,29825
11376815118,64987
15672438070,37173
11765636004,56093
11257771183,1675
17274220912,11141
14186210427,8481
15230837081,30522
16470900633,99130
15331060053,53011
11312206815,64138
15839386613,65291
13155206506,39682
13731495013,61082
16497189241,70848
19562525715,50283
10997683890,72963
13091436391,50997
10257432630,75000
13975245086,77469
14035533803,3689
13968527017,44729
11302321298,30752
13381674233,2583
16293449734,2674
17156627768,12809
19627066149,44504
18282467474,70232
16897152732,97371
13008576665,69607
16749160169,56742
12364587506,59405
16337050249,75608
17243992011,80533
16691836264,31506
14886946119,83090
15243640270,53197
11168646225,63620
12237281793,33868
12302346791,63680
12141614150,53347
19377100409,30938
10138069847,33004
17596555535,96631
16690551076,22957
12091843579,64272
17863050505,32289
17397691567,2762
11649328980,90529
12714872717,15997
18333211602,39438
15643471287,57520
11539915668,64447
16334141115,34205
19319525690,84094
14098366552,41120
18993160875,17051
12437729420,90107
19548149737,51576
14605233027,84817
16420865675,22119
16618443861,15381
12590472927,29423
17423330591,56532
12662015720,53546
11859626301,76402
13674926176,52108
14750111178,12488
13099974192,87921
16764921518,39650
12606888718,23510
19813129208,93094
17510293218,36831
14011845826,67760
10340848729,86169
17585988310,61636
13032432983,57870
19542961844,19405
16267146283,73825
11435989262,10070
15660931418,89212
11861515542,60323
13401636112,86246
18497185948,74600
14910256258,78943
18967924082,11690
12269405396,98639
17275784468,79103
13414651113,62447
11290148706,24426
18277881609,29390
13068538909,11006
17283215285,39375
10676251538,67294
11447443096,46590
13480797050,23882
19754510526,76966
15016731882,24535
16170243765,766
14562841772,97549
12560531340,16395
12665023741,27424
16787256862,25023
11102258030,19978
15690674471,31801
16392823414,82629
13637189239,78097
12312604326,94976
10931066843,2492
13567086041,15327
14545635020,37750
10053474916,89780
12475541108,93242
12555989534,37022
13961129109,79396
13371189547,6166
13820236848,4190
15571617688,63748
10294240903,90457
16788127868,59917
16694320293,73724
19087884434,95466
14812308340,84815
12424033810,863
15955184269,48815
14500534240,29908
18916498373,47418
15439627365,11112
12717272239,86530
17240422693,68128
11216376182,36671
10916601002,71358
13142900185,53019
11327972457,94225
12308481001,68332
18418620303,33907
16625436172,7857
11314519515,75030
11092268592,93670
16249451475,75073
14102252677,47352
11196421522,8151
16557676952,52789
13668788788,83422
13619689313,18919
15030587210,69355
15524728633,48409
13021260650,5279
11917920252,3667
11310962272,28256
18476570412,54732
10092820667,62289
18498436241,99834
18623690362,50755
18917756620,36356
15634111595,40481
10342811390,99302
14383034199,15765
10970051405,75963
14683565215,44558
16818209679,71012
10422711332,88946
12889857254,12942
15960633991,31407
12971024817,15083
11752421495,83039
15112747472,72706
11970546692,26667
17589551687,72764
14090380214,85597
16296136715,49827
17787112166,21157
13651559737,72938
11470827235,89404
19096056730,44778
13064421214,62459
16147683420,64091
11654235677,58350
18265960893,23224
11992550272,58271
17516480727,80405
19103368296,4822
13533905504,51915
14817766558,96837
16851276528,16702
19286646491,25146
11110961798,84012
11789046337,89151
18613715766,55058
10538444463,3325
10600025895,21558
15296386396,77664
10962626582,7134
16312819648,57478
12531106092,49465
10981960275,7181
12334383640,38655
14120911791,81789
11244211753,44514
16170617136,14156
16572240299,16512
10155799802,24369
18413908088,85420
12351305231,38150
12447315847,7157
17686342346,44767
11994237676,74199
19459196639,5530
15517208496,31328
14985601256,24149
12531355251,18664
10505379538,37237
11649383184,25688
19196655330,85835
17704611729,86626
15963904090,18931
17426088050,41674
11716445561,24785
18579064771,16575
15910300215,86966
16321358004,49055
10104145964,64853
12297125296,30721
17188397745,72161
17314415833,5392
11170303763,48170
17153988547,34815
12812356798,84365
13631462491,71568
12711307240,79171
17875418156,52928
13268685074,52101
15106634362,61438
19489786103,54747
11310094318,40051
11439666134,98648
17323549401,18236
12897432512,51234
12572076502,62230
14120957907,22468
13710094388,24470
12211457758,86451
14745705458,51262
19714802632,27063
15703965313,20811
16148782455,26437
16964430985,68925
19167954107,96638
12728498247,51260
14140703491,96107
10740650042,5723
15488214236,8748
19143075366,15889
16144942965,59105
19234268344,88555
11497826612,1407
18758575676,60470
16708061294,36587
13985298940,70078
16260787010,23322
14159149750,68534
11980382872,78407
13244079311,26212
10291813317,8280
10876014672,14114
13849791620,56083
12232883774,41450
14197546617,81777
16620471960,13344
19409705277,82689
14025883586,41676
18122595724,58839
14617679298,30488
18425995996,81233
11002311775,26789
13312661094,36454
11017590251,37808
17629833477,87163
14332683190,24057
11302056981,83147
15287339785,30973
15982176619,32102
11284117309,63068
18503446512,55403
14189389846,99867
19081974005,23029
16435023850,63025
13719905169,1682
19187240107,48908
18356743000,50439
13896087066,66795
12668217195,32347
15356033190,79355
13689003010,15300
12724055934,67965
12967111483,65620
17537458438,98626
14588105697,18705
14132834831,64451
15203771070,96081
14496410496,65878
17066703362,99505
16804085095,83418
14930596601,3888
18648769984,87205
12673204413,79034
18459609454,56289
14901495427,52228
17070705783,91528
16091498517,36630
12444723229,62285
10310287950,2179
18304405809,52450
13511871813,50444
13595616420,66143
15955657490,61184
12504290193,27740
15889536902,21002
16113989868,33767
11809788754,95081
13943535375,84408
11376515881,57273
15793763928,97069
13692944551,49832
11668297327,55535
10216487120,13970
16021288665,65514
12683415599,40487
19101576764,28272
17229812099,20014
15765728941,63898
13475098898,55369
16456522036,37098
18499515421,7094
14477324491,57918
13421388209,96379
10883070534,49355
19678274117,23544
16741241513,4455
11528547815,87914
10618538003,48145
12963347272,29482
17423183061,77709
17893206496,42628
19357824347,72883
17695874131,93552
14675361275,78525
11562779630,16884
14483608545,11090
16676640473,11
15047639283,64283
11995298006,12977
11558108358,17590
13286342556,72069
13830008186,88673
17024403304,91331
11662411186,49668
10089219639,71875
14568044731,19179
14976461368,13762
14748836076,45731
15817390637,98549
15791452118,1244
12379312697,6929
18930746452,92639
10599604387,56068
18753577881,53282
11616202812,21641
13710672872,88740
18660416448,69783
15959224839,55702
15894773522,89663
18705622710,29500
14331875109,64947
17921583503,15448
14469459648,39953
18319213424,7536
19128965999,24400
14973203319,67412
12227051028,32785
17675481386,14246
16675485819,56880
13242687741,51713
18652057563,87194
19836520375,93627
18309451548,17225
10940476044,89710
10907977278,62939
11050922216,67009
11070518439,87337
10552958066,24729
10138241270,35895
14938620448,6678
15157919711,66828
11212590203,93268
15713432406,97616
14242956334,33064
13244741759,43412
15587209628,50338
19365435884,24960
11834374018,39515
12727955969,25127
10515026755,8874
11254278207,37965
19799667345,69791
19576403816,51150
16496902824,91320
19839225014,33925
12576270232,69935
14412336132,35446
18507251786,183
13767316252,17512
16546968157,95745
19039235558,13951
10996132730,57958
13461562624,95195
14670462268,24251
11715160252,36968
19867076604,9103
16419785758,94936
15126861205,14422
19438976074,18695
10177509546,44353
15408424560,21383
17540915086,71252
13218122764,18590
15793897015,37597
15029168154,64463
16602416139,80700
14498830597,56181
13642480962,39526
14406306244,34786
17951330531,85964
19497969586,8822
17805555727,50465
17382646091,83440
17851385445,69962
17702992959,69067
16604873682,26644
16911633194,45789
12268653694,55191
15515888636,92269
17747226408,86867
15721696663,32118
10932998199,97459
16059329715,91127
10968832753,65967
12735241039,93245
17739732781,68354
19523710068,24077
17616481980,85550
17704605687,25523
16112491256,36989
15237341517,24607
17345475749,74029
14902284035,40449
19544294774,98545
12229464303,97183
19429045886,76855
17925298585,12227
16728727601,21108
15343324913,47227
15779083350,31340
16158148881,12767
10798334233,59612
17209484131,11695
12840333997,57939
17180513717,37568
11731893974,41110
19096173997,81345
10469472587,13801
18444835488,60591
14712705877,11248
12216417582,43086
13133484587,36487
11493925236,74475
12292587964,56375
13474524555,55433
17469660606,39103
15274033445,24127
10566588339,21565
18741132579,91316
17067349960,26025
11054857417,97365
12156229493,65463
18173598488,59055
14021557325,4782
17375534490,78766
12166670808,48530
15096085874,59768
19511918182,14860
18197931647,57131
17251295786,13005
10694096003,13588
15624395873,87518
19592323421,25632
10890285155,92253
13334264335,86334
10271607360,4282
17763369112,43920
18981231795,80775
15633185748,95435
11700666155,66093
14164316704,72470
15023290282,77763
12700934596,17111
12622822512,70178
10734654950,36040
10507026086,14540
19822105316,12160
11177687290,54230
14774258591,83040
17793238223,74356
11164913342,80478
14579889425,70248
16529060320,3866
12032650977,45685
15396737948,67194
17148552457,76499
18715841560,56815
18213711842,50206
15476818268,4424
13230358929,46170
18808583825,9521
12129328963,90215
14064686775,73615
12401484399,93882
11062272362,99116
16693351342,6133
16192372450,50181
11848197374,60525
11897215406,5127
14176927438,94798
11199537660,80258
11444856451,49008
10173973964,42317
11789969860,70458
19191911359,6291
19660577980,22326
16603920514,54171
16074555347,42193
10574238856,46269
15271559835,7899
14116597263,13701
14755752250,20184
11394884882,81327
16913119642,40258
15856261499,14444
11537038240,59328
17333373204,65823
13097768893,85016
16289696454,36166
16553585125,32629
13892187851,8630
19358374907,96196
19779612087,45564
18057215149,91812
14097626374,24555
18453986289,23267
15090591191,46156
18623392207,5921
11511696667,98958
12521452647,96313
11246335157,46219
11840908051,95448
12080056409,46818
19512397283,25407
15129592728,71423
12709081441,51252
15298217392,91991
19578671815,37802
13523736050,81762
17918158998,2043
18683452734,86540
16666170715,73498
18796474080,10579
13149982508,12863
10046358068,18242
18285031723,11219
15137399006,12588
13140352635,56055
16022939469,55170
14346066643,16682
17490607231,87828
11127128524,35412
16484494116,90517
13187328077,97048
11130621136,63564
19572790833,68134
15090254257,51211
13066248132,71659
13570713984,56669
18228501168,67045
18092550213,13109
10609069130,55683
19810796496,4467
17379457727,61329
18532426425,27627
10642076836,19844
12536667776,39705
17555628333,86372
13939578654,45625
13627187496,30369
10335826862,31013
17036924926,8116
19326573275,3861
19980111000,72937
15155323415,97275
19597752441,12609
18222618962,9432
18874312710,62093
12676720957,49298
19927079551,65367
15122946213,92179
15415970996,31640
12543848075,14532
12034476504,34194
17158029090,43202
14637660465,79954
15866525483,78400
17441715810,5471
12131251293,29852
11100591297,89600
15191023121,56324
11063301658,46109
13737927490,29769
17280123428,32757
19311325326,45831
19496843645,16040
13804421017,28873
15096170159,35066
15919457575,81509
17475833920,97243
15677567772,85184
12660256265,77101
10622923106,64927
17245307624,24173
18433797662,98890
17051157942,44688
13873670425,14314
14969192845,75052
15259710756,31224
13353574859,44241
15325939933,16293
17970581629,57659
15187794176,7678
13425073305,36194
15978245759,85980
18339914038,76007
18436604432,33743
14006157276,45839
18297514743,74758
19742925010,18753
15875256806,38543
15625904599,3346
10802711221,45095
18231555165,10281
11768086628,71857
11372143308,79574
10037003322,38412
18556608470,31594
16810390339,66275
17051958263,30115
12809448586,88356
12394535461,10683
14707986321,23581
10613394394,61585
15703943804,9570
10325376576,52732
19277894319,80822
11009004047,53592
16921053365,17643
11460401424,48480
17310720113,12700
17984409712,66614
13166007676,96288
12090144734,41204
10433700968,22193
17304519577,12579
18255882556,70505
12965754278,55902
16561942557,92579
17820582958,36497
12923616188,20542
10819048235,56803
17155868639,82219
15613723081,25647
17214364381,83200
13000413211,80113
14716560945,82709
16534699799,30394
10707550476,46809
18169957060,54997
17174811317,86587
16539705487,78781
13961029087,73696
11827496804,34170
19187274204,58672
19561213773,80386
10626042359,11829
17371122299,6450
10775608581,94086
16704686111,32598
14576832102,52158
11923785847,35711
11296180332,35389
14260508018,79281
14980425373,42431
13777312688,85989
11228217819,36511
12365346060,51595
15603567932,52081
17986239847,43572
11690618120,77779
15464754895,7724
14787698999,90308
12751758891,64058
14444983553,72719
19354358644,49241
19639243588,5119
15379821433,52350
19527536749,80622
17852491416,93647
18601347789,94388
14896340679,41640
11766512215,24598
10014188421,61432
16309001594,35989
14633399948,81854
15320895326,36698
13890219947,43274
11136337922,22033
13410346996,18786
17331167726,57630
19608437685,51543
15078967935,69558
12196263355,93237
16434369709,89832
13170695560,45349
17676164534,1398
15472239898,48348
13065031219,84105
18041847242,94113
16423642813,84875
11909248762,20079
13039111428,7346
11785228230,85865
15248088062,48005
12072239594,8513
17372132901,5833
16204787688,40784
16878599648,11555
16287203195,22195
14196664505,84189
17303627924,23331
16320374767,26112
17537260321,75850
14505766194,4814
15887071553,56866
14820128400,35251
18385076597,67768
15954508917,49533
17680898126,55234
15742231964,61189
16300402369,75492
13626894301,48918
12047137271,14136
11759574988,21808
15582984933,17025
10674584760,45364
19441283337,39489
12188566695,89746
14132971506,72067
16626705514,31816
13776936634,42875
13925295961,45464
11110286712,48382
10072024559,84617
11024510910,50340
19032671494,55277
19819421794,96032
12817934065,50330
12775844663,55703
14533722010,93326
19121722145,99563
15937661894,77352
13705263510,5222
10462776572,55797
15659202461,54664
17520238974,69634
