phone,patient_id
18554451895,76153
12028457652,31082
11328338988,55567
18167112075,36651
14527985240,30907
11322342321,96802
16110760310,82660
18907140140,74427
11193932501,33330
12495528938,47312
19119083342,15890
18013875927,85082
11256638361,63896
15171827548,82799
10157164794,53054
17386463175,41533
12071678112,47600
16691215353,3027
19613674994,27600
16579678427,52037
11147732010,85830
11702695249,58085
19118773477,46771
18485880061,35705
16756770028,82712
14276246719,40587
17889778280,40352
16479695450,99391
10902559056,99021
11655650333,946
14911415208,93708
15076986407,55343
19056965917,35235
11357852945,83478
16371834404,19942
19639191954,16389
11987635148,64694
14685366498,91348
17820829737,51435
14896908357,50014
12324665136,58059
14424936312,12315
13034778660,42344
13242044820,26047
17001594165,56906
11623198189,31862
18471391559,48679
16363212347,99557
16490785158,14076
16734257540,96100
19003486451,5175
18376064413,24874
14327560417,78470
17656124815,34517
16985700272,81229
10634591123,86283
18296577242,72281
19543165266,12616
19300893173,26486
14206969421,86235
15291086771,79423
13334476263,10480
19343626204,48374
14397359710,39833
17256366941,50506
11800537599,23448
10048964652,88407
18092428757,52632
12158624150,72100
12745644948,95140
15625728703,97593
12032074276,95199
11707587771,860
12151342284,72569
19939089261,46616
13715041659,39361
11520177749,42558
10509759230,95786
14501896164,54594
12361032664,78944
12147649251,5397
15837767499,20079
16165926610,66155
18573278814,10819
17617422438,65774
16490810818,63944
16617945491,56369
18017226016,47876
14597794523,80769
12194168006,30603
11027769749,81396
19564122031,39992
10303723683,26712
11472760122,91104
17770793349,26305
16050166799,8729
18407678997,38337
13080695814,13055
16717957602,73490
14375738395,64216
19724665729,81950
13417223297,50747
11674338005,19884
14522801561,68251
19318374550,20021
18428910771,27100
11991808121,90247
13524787125,19025
15213760375,69856
14821456532,95299
18632666785,58065
10720811556,13994
12606029084,78166
16684550489,17575
12673899756,64414
13410856288,1967
14318848520,26585
10894346810,90159
15485101749,5482
10753998935,77831
14492683158,5559
19357126611,73098
10627371586,39918
19886497677,7149
16228277288,11854
11377028519,59098
16115940821,42477
15454470229,11952
16044327018,95272
15106794975,5754
16792287772,23444
15199663658,37851
10741209481,33175
18139890983,79689
17801820433,10407
19718956907,27215
10562608564,87424
11118242241,14272
12462095200,73685
14615265461,39229
10339937886,8509
11405786170,68766
16304891382,11491
14967183258,34034
12386870079,65063
14200749465,92875
13984028914,96661
11612846398,45829
15547435537,33347
19502097002,89893
16876811807,44294
11569562017,63110
15370304531,97332
19433750479,27297
13036149872,36760
18399921921,74839
12493843089,92440
14870605664,31148
11877580304,22939
16875063519,3268
10361332541,63369
11076095431,67652
17350583199,15182
17179110065,13513
11207049611,83735
10804661963,41831
19907676991,15002
15078593110,41744
19193928456,9337
17972320024,61700
19685498227,51369
14954508920,43559
13880653331,17274
15377959959,89715
14652170730,18837
13379337563,42567
16205015081,60455
12473950033,66577
14234258323,69828
10241026153,20843
14735528961,56511
11223386559,22686
16309938425,42647
13042897317,9123
19128685787,11866
12558777496,59372
19033373634,39286
16692548121,94082
14785390789,52978
15677665754,110
16027341514,4087
18881431115,53219
10835354443,72800
19284044566,17600
19078263337,57243
13898775153,59772
16637780529,66770
12407553666,55675
18459090225,53849
19999663618,14832
16371597412,98380
11820970231,32142
16433481705,40959
18025662128,75230
16716323467,91101
12994938743,75778
10271693859,37593
17779014754,17372
16926329676,79144
12916032484,22989
11376815118,4337
15672438070,20204
11765636004,86594
11257771183,45229
17274220912,62420
14186210427,51127
15230837081,50070
16470900633,56595
15331060053,12881
11312206815,96247
15839386613,41060
13155206506,13619
13731495013,3106
16497189241,92808
19562525715,84922
10997683890,61204
13091436391,55965
10257432630,36344
13975245086,34690
14035533803,84604
13968527017,57878
11302321298,58442
13381674233,19871
16293449734,62670
17156627768,90342
19627066149,52509
18282467474,10545
16897152732,72676
13008576665,82656
16749160169,4679
12364587506,70851
16337050249,4855
17243992011,60079
16691836264,9441
14886946119,31808
15243640270,40283
11168646225,13937
12237281793,55864
12302346791,71550
12141614150,22734
19377100409,91264
10138069847,13102
17596555535,63827
16690551076,54555
12091843579,18754
17863050505,80024
17397691567,82207
11649328980,25153
12714872717,66524
18333211602,14769
15643471287,87836
11539915668,32949
16334141115,70432
19319525690,30841
14098366552,30154
18993160875,49221
12437729420,18997
19548149737,59996
14605233027,4206
16420865675,60106
16618443861,83623
12590472927,68389
17423330591,1901
12662015720,75951
11859626301,54758
13674926176,4406
14750111178,73202
13099974192,46976
16764921518,21207
12606888718,92161
19813129208,82222
17510293218,55823
14011845826,81324
10340848729,6758
17585988310,92389
13032432983,31278
19542961844,29548
16267146283,48865
11435989262,38307
15660931418,11443
11861515542,14334
13401636112,26772
18497185948,17305
14910256258,30451
18967924082,85951
12269405396,17295
17275784468,37767
13414651113,81085
11290148706,92813
18277881609,5393
13068538909,26890
17283215285,48878
10676251538,53026
11447443096,562
13480797050,62116
19754510526,57947
15016731882,88867
16170243765,58454
14562841772,36428
12560531340,67081
12665023741,93842
16787256862,46052
11102258030,97193
15690674471,95499
16392823414,68852
13637189239,83729
12312604326,26117
10931066843,76704
13567086041,20188
14545635020,54677
10053474916,36335
12475541108,57156
12555989534,48916
13961129109,19154
13371189547,35739
13820236848,69417
15571617688,12387
10294240903,35580
16788127868,1690
16694320293,13424
19087884434,80403
14812308340,15278
12424033810,18220
15955184269,3769
14500534240,90183
18916498373,14643
15439627365,4298
12717272239,5672
17240422693,77018
11216376182,97805
10916601002,95493
13142900185,69315
11327972457,567
12308481001,62221
18418620303,23704
16625436172,53422
11314519515,64987
11092268592,50434
16249451475,29605
14102252677,62347
11196421522,51952
16557676952,91099
13668788788,26094
13619689313,95053
15030587210,46674
15524728633,36554
13021260650,82361
11917920252,23474
11310962272,12626
18476570412,38477
10092820667,71646
18498436241,50283
18623690362,23182
18917756620,64419
15634111595,74560
10342811390,66412
14383034199,37281
10970051405,97262
14683565215,45238
16818209679,84945
10422711332,22253
12889857254,74455
15960633991,41486
12971024817,44035
11752421495,47622
15112747472,37664
11970546692,94071
17589551687,69607
14090380214,39309
16296136715,81915
17787112166,67662
13651559737,97282
11470827235,68454
19096056730,39357
13064421214,34987
16147683420,53197
11654235677,60838
18265960893,26475
11992550272,86333
17516480727,7251
19103368296,47636
13533905504,30938
14817766558,68846
16851276528,41079
19286646491,55426
11110961798,33332
11789046337,41482
18613715766,18993
10538444463,96921
10600025895,40536
15296386396,50917
10962626582,38983
16312819648,4440
12531106092,43610
10981960275,66366
12334383640,99873
14120911791,403
11244211753,20686
16170617136,53780
16572240299,34167
10155799802,11062
18413908088,29423
12351305231,25987
12447315847,19562
17686342346,59468
11994237676,34891
19459196639,78654
15517208496,19129
14985601256,32547
12531355251,17459
10505379538,92858
11649383184,43628
19196655330,702
17704611729,17332
15963904090,64597
17426088050,69523
11716445561,65432
18579064771,34500
15910300215,21624
16321358004,86169
10104145964,24004
12297125296,5346
17188397745,94340
17314415833,22058
11170303763,540
17153988547,65288
12812356798,51664
13631462491,10625
12711307240,77883
17875418156,42587
13268685074,84363
15106634362,12130
19489786103,21356
11310094318,56670
11439666134,48163
17323549401,78687
12897432512,82665
12572076502,84883
14120957907,11006
13710094388,89694
12211457758,72219
14745705458,60903
19714802632,10717
15703965313,51505
16148782455,99267
16964430985,27665
19167954107,56858
12728498247,60314
14140703491,90526
10740650042,16395
15488214236,27424
19143075366,70593
16144942965,2859
19234268344,2572
11497826612,51345
18758575676,96610
16708061294,63714
13985298940,69246
16260787010,62041
14159149750,2727
11980382872,66536
13244079311,17191
10291813317,61908
10876014672,11297
13849791620,13225
12232883774,72984
14197546617,22900
16620471960,14938
19409705277,44606
14025883586,79205
18122595724,13879
14617679298,13816
18425995996,38289
11002311775,20223
13312661094,57554
11017590251,44737
17629833477,47270
14332683190,56206
11302056981,89417
15287339785,67809
15982176619,56894
11284117309,82786
18503446512,39888
14189389846,69178
19081974005,71358
16435023850,25859
13719905169,68219
19187240107,99227
18356743000,95225
13896087066,46461
12668217195,59394
15356033190,87414
13689003010,96667
12724055934,59547
12967111483,55690
17537458438,52789
14588105697,65382
14132834831,21344
15203771070,69355
14496410496,73272
17066703362,74942
16804085095,39748
14930596601,55280
18648769984,273
12673204413,74155
18459609454,99870
14901495427,95402
17070705783,44433
16091498517,21707
12444723229,84399
10310287950,65881
18304405809,26975
13511871813,79541
13595616420,44558
15955657490,15026
12504290193,11747
15889536902,42636
16113989868,18672
11809788754,6799
13943535375,66115
11376515881,8579
15793763928,76830
13692944551,58455
11668297327,48929
10216487120,72764
16021288665,85597
12683415599,89128
19101576764,36872
17229812099,18304
15765728941,41720
13475098898,35784
16456522036,2080
18499515421,88172
14477324491,10636
13421388209,88112
10883070534,50692
19678274117,58271
16741241513,25101
11528547815,30704
10618538003,935
12963347272,74593
17423183061,88103
17893206496,16702
19357824347,35956
17695874131,256
14675361275,53330
11562779630,99486
14483608545,58833
16676640473,3325
15047639283,25805
11995298006,77664
11558108358,31242
13286342556,9556
13830008186,11211
17024403304,16716
11662411186,8623
10089219639,12560
14568044731,81292
14976461368,25228
14748836076,75132
15817390637,24369
15791452118,67256
12379312697,19087
18930746452,67853
10599604387,7157
18753577881,8965
11616202812,75813
13710672872,13742
18660416448,83724
15959224839,43452
15894773522,47555
18705622710,82750
14331875109,22825
17921583503,32239
14469459648,88795
18319213424,59795
19128965999,81684
14973203319,24856
12227051028,83380
17675481386,19472
16675485819,76556
13242687741,21945
18652057563,23461
19836520375,62096
18309451548,59255
10940476044,74890
10907977278,98516
11050922216,67143
11070518439,65213
10552958066,84587
10138241270,71650
14938620448,47216
15157919711,39677
11212590203,98616
15713432406,36942
14242956334,99327
13244741759,29743
15587209628,72432
19365435884,41035
11834374018,73196
12727955969,1268
10515026755,55799
11254278207,74393
19799667345,79036
19576403816,51201
16496902824,59183
19839225014,23283
12576270232,9108
14412336132,68733
18507251786,51262
13767316252,50986
16546968157,56649
19039235558,40673
10996132730,18702
13461562624,74609
14670462268,45453
11715160252,54401
19867076604,91556
16419785758,35884
15126861205,64682
19438976074,66112
10177509546,66330
15408424560,25480
17540915086,87856
13218122764,93530
15793897015,2367
15029168154,10169
16602416139,23322
14498830597,83203
13642480962,6870
14406306244,49105
17951330531,44186
19497969586,87046
17805555727,42294
17382646091,56083
17851385445,52709
17702992959,86240
16604873682,53883
16911633194,22473
12268653694,88853
15515888636,99839
17747226408,79761
15721696663,1742
10932998199,99253
16059329715,26478
10968832753,96895
12735241039,68271
17739732781,96059
19523710068,79700
17616481980,8469
17704605687,18550
16112491256,26787
15237341517,32102
17345475749,83309
14902284035,52198
19544294774,99657
12229464303,56019
19429045886,72463
17925298585,49171
16728727601,25652
15343324913,64415
15779083350,50336
16158148881,50439
10798334233,66795
17209484131,55579
12840333997,91418
17180513717,32429
11731893974,12098
19096173997,67965
10469472587,90680
18444835488,98626
14712705877,18705
12216417582,22072
13133484587,54636
11493925236,92280
12292587964,24331
13474524555,53581
17469660606,38420
15274033445,62638
10566588339,87205
18741132579,49239
17067349960,99209
11054857417,41317
12156229493,46665
18173598488,95056
14021557325,36630
17375534490,89939
12166670808,83633
15096085874,96444
19511918182,56087
18197931647,96243
17251295786,74959
10694096003,39498
15624395873,15162
19592323421,86474
10890285155,50264
13334264335,87225
10271607360,29334
17763369112,85710
18981231795,33959
15633185748,97598
11700666155,49832
14164316704,55535
15023290282,77434
12700934596,28692
12622822512,78496
10734654950,62689
10507026086,7708
19822105316,29500
11177687290,51355
14774258591,44225
17793238223,9414
11164913342,51612
14579889425,59969
16529060320,18982
12032650977,47477
15396737948,55982
17148552457,23544
18715841560,82178
18213711842,90175
15476818268,60774
13230358929,48145
18808583825,29482
12129328963,77709
14064686775,13033
12401484399,2588
11062272362,70645
16693351342,23680
16192372450,16127
11848197374,98706
11897215406,22492
14176927438,38456
11199537660,46152
11444856451,4814
10173973964,28316
11789969860,50040
19191911359,88673
19660577980,35310
16603920514,86155
16074555347,41465
10574238856,16334
15271559835,43714
14116597263,49434
14755752250,69006
11394884882,91810
16913119642,22380
15856261499,88842
11537038240,33955
17333373204,49650
13097768893,79783
16289696454,65828
16553585125,11395
13892187851,10052
19358374907,97440
19779612087,62869
18057215149,97768
14097626374,89663
18453986289,68618
15090591191,46306
18623392207,44296
11511696667,34701
12521452647,84275
11246335157,7536
11840908051,675
12080056409,56466
19512397283,63886
15129592728,49061
12709081441,14246
15298217392,97922
19578671815,5276
13523736050,87320
17918158998,72105
18683452734,52412
16666170715,2772
18796474080,88907
13149982508,63691
10046358068,32698
18285031723,87337
15137399006,24729
13140352635,52596
16022939469,26167
14346066643,29068
17490607231,14425
11127128524,41922
16484494116,27784
13187328077,47655
11130621136,43412
19572790833,27529
15090254257,5379
13066248132,12928
13570713984,99744
18228501168,93271
18092550213,82557
10609069130,2867
19810796496,74209
17379457727,64884
18532426425,50351
10642076836,20971
12536667776,92766
17555628333,72371
13939578654,19416
13627187496,6752
10335826862,85019
17036924926,34608
19326573275,82045
19980111000,23165
15155323415,85698
19597752441,42501
18222618962,95657
18874312710,60213
12676720957,95614
19927079551,51668
15122946213,59640
15415970996,79074
12543848075,17324
12034476504,1231
17158029090,26518
14637660465,43483
15866525483,2779
17441715810,18590
12131251293,46309
11100591297,64463
15191023121,15512
11063301658,56181
13737927490,81888
17280123428,34786
19311325326,85964
19496843645,8822
13804421017,23838
15096170159,78871
15919457575,65156
17475833920,93706
15677567772,47409
12660256265,14438
10622923106,72286
17245307624,7322
18433797662,55667
17051157942,3956
13873670425,54590
14969192845,39257
15259710756,37587
13353574859,21017
15325939933,74981
17970581629,12050
15187794176,81139
13425073305,41050
15978245759,84757
18339914038,3676
18436604432,99158
14006157276,31501
18297514743,5987
19742925010,98524
15875256806,95117
15625904599,13238
10802711221,76855
18231555165,10322
11768086628,85749
11372143308,44436
10037003322,31340
18556608470,12767
16810390339,65393
17051958263,75564
12809448586,33809
12394535461,16248
14707986321,53612
10613394394,81871
15703943804,89463
10325376576,1041
19277894319,9565
11009004047,60929
16921053365,52628
11460401424,14984
17310720113,27979
17984409712,56375
13166007676,99433
12090144734,35901
10433700968,28063
17304519577,44829
18255882556,63127
12965754278,90819
16561942557,75823
17820582958,19331
12923616188,59055
10819048235,12772
17155868639,21771
15613723081,75607
17214364381,65809
13000413211,54270
14716560945,14860
16534699799,71141
10707550476,11484
18169957060,65064
17174811317,4277
16539705487,72297
13961029087,60810
11827496804,29351
19187274204,31661
19561213773,68021
10626042359,56363
17371122299,6760
10775608581,95435
16704686111,93064
14576832102,72470
11923785847,82430
11296180332,83160
14260508018,38918
14980425373,36040
13777312688,14540
11228217819,12160
12365346060,2877
15603567932,41102
17986239847,23419
11690618120,63427
15464754895,15937
14787698999,28351
12751758891,28804
14444983553,26114
19354358644,57155
19639243588,90053
15379821433,40840
19527536749,55540
17852491416,56270
18601347789,67024
14896340679,23580
11766512215,28204
10014188421,90215
16309001594,30493
14633399948,73525
15320895326,89408
13890219947,64740
11136337922,22431
13410346996,2337
17331167726,4850
19608437685,61589
15078967935,52473
12196263355,39117
16434369709,3838
13170695560,90124
17676164534,70458
15472239898,14523
13065031219,35377
18041847242,19398
16423642813,68388
11909248762,95795
13039111428,73205
11785228230,64828
15248088062,24630
12072239594,92866
17372132901,50538
16204787688,8996
16878599648,84984
16287203195,60404
14196664505,72129
17303627924,66574
16320374767,95944
17537260321,36166
14505766194,84717
15887071553,34888
14820128400,51368
18385076597,26683
15954508917,24258
17680898126,22312
15742231964,1669
16300402369,22377
13626894301,131
12047137271,89135
11759574988,12308
15582984933,71527
10674584760,39470
19441283337,95448
12188566695,46818
14132971506,25407
16626705514,58886
13776936634,45723
13925295961,40543
11110286712,56814
10072024559,65395
11024510910,81762
19032671494,2043
19819421794,56403
12817934065,65797
12775844663,18696
14533722010,46482
19121722145,34243
15937661894,42268
13705263510,72651
10462776572,71543
15659202461,57920
17520238974,61151
13260055955,11590
